,title,imdb_id,year,vote_count,vote_average,popularity,genres,score
69,From Dusk Till Dawn,tt0116367,1996,1644.0,6.9,15.339153,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",6.635371842836022
93,Broken Arrow,tt0115759,1996,459.0,5.7,14.957626000000001,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.657561473787023
95,La Haine,tt0113247,1995,695.0,7.9,12.108196000000001,"[{'id': 18, 'name': 'Drama'}]",7.03168244895333
102,Happy Gilmore,tt0116483,1996,767.0,6.5,9.592265,"[{'id': 35, 'name': 'Comedy'}]",6.1832922339158785
108,Braveheart,tt0112573,1995,3404.0,7.7,20.755149,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",7.468212155348062
109,Taxi Driver,tt0075314,1976,2632.0,8.1,14.092713,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.754067498471614
142,Bad Boys,tt0112442,1995,1729.0,6.5,9.262184,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.324737392213429
144,The Basketball Diaries,tt0112461,1995,472.0,7.2,7.415144000000001,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",6.4474741837544345
147,Apollo 13,tt0112384,1995,1637.0,7.3,18.761467,"[{'id': 18, 'name': 'Drama'}]",6.952029264222952
150,Batman Forever,tt0112462,1995,1529.0,5.2,13.321354000000001,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",5.289551864292593
155,Casper,tt0112642,1995,1045.0,6.0,12.812539,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.887744450903217
158,Crimson Tide,tt0112740,1995,508.0,7.0,8.657364999999999,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",6.367614515356621
160,Desperado,tt0112851,1995,898.0,6.8,6.950458,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",6.418279926551571
162,Die Hard: With a Vengeance,tt0112864,1995,2094.0,6.9,15.138855,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.682645630340503
170,Judge Dredd,tt0113492,1995,643.0,5.4,8.184814999999999,"[{'id': 878, 'name': 'Science Fiction'}]",5.484255002647685
193,Species,tt0114508,1995,457.0,5.5,13.492845,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",5.553837123387447
205,Waterworld,tt0114898,1995,1017.0,5.9,16.885184,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",5.815037685733515
212,Before Sunrise,tt0112471,1995,984.0,7.7,11.304979,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.070109540686819
213,Billy Madison,tt0112508,1995,464.0,6.2,6.638116,"[{'id': 35, 'name': 'Comedy'}]",5.9187675397387265
219,Clerks,tt0109445,1994,769.0,7.4,10.513367,"[{'id': 35, 'name': 'Comedy'}]",6.76347097389257
227,Dumb and Dumber,tt0109686,1994,1894.0,6.5,9.844558000000001,"[{'id': 35, 'name': 'Comedy'}]",6.337207564824375
231,Ed Wood,tt0109707,1994,639.0,7.3,11.720358000000001,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.6256431793493675
249,Interview with the Vampire,tt0110148,1994,1558.0,7.2,11.970205,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",6.859598760881356
256,Star Wars,tt0076759,1977,6778.0,8.1,42.149696999999996,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",7.953183998726604
262,Legends of the Fall,tt0110322,1994,636.0,7.2,12.199047,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",6.56379297156242
284,Natural Born Killers,tt0110632,1994,927.0,6.9,11.226856,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",6.495032797949503
288,Outbreak,tt0114069,1995,522.0,6.4,13.676444,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6.046234786512912
289,Leon: The Professional,tt0110413,1994,4293.0,8.2,20.477329,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.9668470417184665
292,Pulp Fiction,tt0110912,1994,8670.0,8.3,140.95023600000002,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8.174379806797992
299,The Quick and the Dead,tt0114214,1995,431.0,6.2,7.54701,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",5.907925634144542
312,Stargate,tt0111282,1994,942.0,6.8,13.328923999999999,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",6.430566454153422
313,The Santa Clause,tt0111070,1994,501.0,6.3,9.665424,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.984108361585019
314,The Shawshank Redemption,tt0111161,1994,8358.0,8.5,51.645403,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",8.360239592716352
324,Star Trek: Generations,tt0111280,1994,461.0,6.4,8.105708,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",6.021878490776217
332,What's Eating Gilbert Grape,tt0108550,1993,943.0,7.5,10.3919,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.9133657476810875
339,Ace Ventura: Pet Detective,tt0109040,1994,1684.0,6.4,11.247957000000001,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",6.241149522440839
348,The Crow,tt0109506,1994,980.0,7.3,15.799335999999998,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.789312699521514
350,The Flintstones,tt0109813,1994,559.0,5.0,15.019585999999999,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.264211730515983
351,Forrest Gump,tt0109830,1994,8147.0,8.2,48.307194,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8.071673395103561
352,Four Weddings and a Funeral,tt0109831,1994,654.0,6.6,8.990345,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.2107361842703686
359,The Lion King,tt0110357,1994,5520.0,8.0,21.605760999999998,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",7.829265659012234
362,The Mask,tt0110475,1994,2550.0,6.6,14.134879999999999,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",6.458818266496714
363,Maverick,tt0110478,1994,490.0,6.6,15.050326,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",6.140966494893691
365,The Naked Gun 33⅓: The Final Insult,tt0110622,1994,535.0,6.4,10.587232,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.051025357112216
369,Ri¢hie Ri¢h,tt0110989,1994,426.0,5.4,6.595255,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.505739533287578
372,Speed,tt0111257,1994,1814.0,6.8,10.859292,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",6.574445887819441
375,True Lies,tt0111503,1994,1138.0,6.8,11.396099000000001,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.476893373530215
405,Addams Family Values,tt0106220,1993,537.0,6.5,17.555909,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.107572081941505
415,Beverly Hills Cop III,tt0109254,1994,445.0,5.5,11.787784,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.554579704399687
423,A Bronx Tale,tt0106489,1993,447.0,7.4,6.115628,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",6.528422411499688
426,Carlito's Way,tt0106519,1993,805.0,7.7,8.698509,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.978442555144493
429,Cliffhanger,tt0106582,1993,600.0,6.1,9.830853,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.897545700319734
436,Dazed and Confused,tt0106677,1993,588.0,7.4,6.8652,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.649737752051065
437,Demolition Man,tt0106697,1993,1018.0,6.4,11.626116,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",6.1678339174135335
449,The Firm,tt0106918,1993,513.0,6.6,9.678367,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.152222113888834
450,Free Willy,tt0106965,1993,429.0,6.0,5.990572,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",5.806773235161273
452,The Fugitive,tt0106977,1993,1240.0,7.2,10.089369999999999,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",6.794585190887524
461,Hot Shots! Part Deux,tt0107144,1993,463.0,6.2,13.482370999999999,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",5.918450836517711
475,Jurassic Park,tt0107290,1993,4956.0,7.6,8.863776,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",7.442963081737172
480,Last Action Hero,tt0107362,1993,725.0,6.1,9.434006,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.919551602458894
495,Mrs. Doubtfire,tt0107614,1993,1638.0,7.0,11.16553,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",6.714001135641167
503,Philadelphia,tt0107818,1993,1019.0,7.6,13.373006,"[{'id': 18, 'name': 'Drama'}]",7.014809101681252
515,Robin Hood: Men in Tights,tt0107977,1993,575.0,6.4,17.136672,"[{'id': 35, 'name': 'Comedy'}]",6.064984342827728
522,Schindler's List,tt0108052,1993,4436.0,8.3,41.725122999999996,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",8.064962835389371
534,Sleepless in Seattle,tt0108160,1993,630.0,6.5,10.234919,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.142165253865144
536,Blade Runner,tt0083658,1982,3833.0,7.9,96.272374,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.671602710856677
546,The Nightmare Before Christmas,tt0107688,1993,2135.0,7.6,17.730913,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",7.269915758917081
548,Tombstone,tt0108358,1993,632.0,7.4,11.338194,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 37, 'name': 'Western'}]",6.680969103905136
550,True Romance,tt0108399,1993,762.0,7.5,17.189328,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",6.823912672980393
579,Home Alone,tt0099785,1990,2487.0,7.1,0.702543,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.882789952894137
580,Ghost,tt0099653,1990,1381.0,6.9,11.945397,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",6.5968351842899935
581,Aladdin,tt0103639,1992,3495.0,7.4,16.357419,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",7.206118454802993
582,Terminator 2: Judgment Day,tt0103064,1991,4274.0,7.7,22.661695,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",7.51112669564327
583,Dances with Wolves,tt0099348,1990,1084.0,7.6,11.654349,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",7.04001613176125
585,Batman,tt0096895,1989,2145.0,7.0,19.10673,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",6.770421923279272
586,The Silence of the Lambs,tt0102926,1991,4549.0,8.1,4.307222,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.887391303342929
587,Snow White and the Seven Dwarfs,tt0029583,1937,1973.0,6.9,16.263878,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",6.6716782080182355
588,Beauty and the Beast,tt0101414,1991,3029.0,7.5,23.433511,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",7.267656150210691
589,Pinocchio,tt0032910,1940,1412.0,6.9,14.202283999999999,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",6.601951193700451
590,Pretty Woman,tt0100405,1990,1807.0,7.0,13.348451,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",6.735656067575148
600,Fargo,tt0116282,1996,2080.0,7.7,12.61469,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.345702332466159
608,The Aristocats,tt0065421,1970,1287.0,7.1,9.834047,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",6.730539919876009
619,Primal Fear,tt0117381,1996,644.0,7.4,10.326213000000001,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.689040545208352
638,Mission: Impossible,tt0117060,1996,2677.0,6.7,15.793477,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.550897596011518
643,DragonHeart,tt0116136,1996,553.0,6.4,23.636589999999998,"[{'id': 14, 'name': 'Fantasy'}]",6.057448203300336
662,Space Jam,tt0117705,1996,1335.0,6.5,11.054250999999999,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.285502467515755
711,The Visitors,tt0108500,1993,433.0,7.1,7.326169,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",6.36280226436798
723,The Rock,tt0117500,1996,1474.0,6.9,13.249823999999998,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",6.611682118392695
726,Twister,tt0117998,1996,966.0,6.1,8.739144,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",5.950815487295276
730,Ghost in the Shell,tt0113568,1995,854.0,7.8,10.686166,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",7.072857187511906
739,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012,1964,1472.0,8.0,9.803980000000001,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",7.464936395797432
765,Trainspotting,tt0117951,1996,2737.0,7.8,19.348466000000002,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",7.505877401273791
767,Independence Day,tt0116629,1996,3334.0,6.7,17.634197,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",6.576957792718204
770,The Hunchback of Notre Dame,tt0116583,1996,1182.0,6.8,13.553999,"[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",6.485740101324037
771,The Cable Guy,tt0115798,1996,603.0,5.7,7.586577,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.663506170065883
773,Eraser,tt0116213,1996,553.0,5.6,6.919314,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.605096465059026
775,The Nutty Professor,tt0117218,1996,717.0,5.4,9.651581,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",5.478795396521654
791,A Time to Kill,tt0117913,1996,522.0,7.0,13.309013,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.376963403197179
815,Ransom,tt0117438,1996,482.0,6.4,8.772188,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.03063323354766
820,Matilda,tt0117008,1996,892.0,6.9,10.034915,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.484270571623179
841,The Godfather,tt0068646,1972,6024.0,8.5,41.109264,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",8.309657984622069
886,Singin' in the Rain,tt0045152,1952,747.0,7.9,11.064858000000001,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",7.070208483641407
889,Breakfast at Tiffany's,tt0054698,1961,1082.0,7.6,10.879289,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.039272954762924
890,Vertigo,tt0052357,1958,1162.0,8.0,18.20822,"[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",7.360418615518417
891,Rear Window,tt0047396,1954,1531.0,8.2,17.911314,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.637619807171639
895,North by Northwest,tt0053125,1959,1062.0,7.8,12.410427,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.174569161282937
896,The Apartment,tt0053604,1960,498.0,8.1,11.994280999999999,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.954262559943366
897,Some Like It Hot,tt0053291,1959,835.0,8.0,11.845107,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7.1944320181172445
899,Casablanca,tt0034583,1942,1462.0,7.9,13.916101000000001,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.384623393125452
900,The Maltese Falcon,tt0033870,1941,435.0,7.8,5.782544000000001,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.718586445148521
903,Roman Holiday,tt0046250,1953,502.0,7.8,11.954806,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.7967468638918325
906,The Wizard of Oz,tt0032138,1939,1689.0,7.4,22.064932000000002,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",7.040484551952568
907,Gone with the Wind,tt0031381,1939,995.0,7.7,14.240357000000001,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",7.074988973822343
909,Sunset Boulevard,tt0043014,1950,533.0,8.2,11.709777,"[{'id': 18, 'name': 'Drama'}]",7.051758186667774
910,Citizen Kane,tt0033467,1941,1244.0,8.0,15.811921,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",7.391842026859034
911,2001: A Space Odyssey,tt0062622,1968,3075.0,7.9,22.494622,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",7.622138383665066
940,It's a Wonderful Life,tt0038650,1946,1103.0,8.0,15.031588000000001,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",7.335722737452701
955,Night of the Living Dead,tt0063350,1968,591.0,7.5,14.384198000000001,"[{'id': 27, 'name': 'Horror'}]",6.71012238467296
1012,Cool Runnings,tt0106611,1993,510.0,6.8,8.307210000000001,"[{'id': 35, 'name': 'Comedy'}]",6.259876302489548
1014,Cinderella,tt0042332,1950,1760.0,6.8,14.436857999999999,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}]",6.568871552781568
1017,The Sword in the Stone,tt0057546,1963,935.0,6.9,10.636458,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",6.497414957961565
1019,Robin Hood: Prince of Thieves,tt0102798,1991,937.0,6.6,10.639244,"[{'id': 12, 'name': 'Adventure'}]",6.291618460225937
1020,Mary Poppins,tt0058331,1964,1217.0,7.4,15.11549,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.937140281868288
1021,Dumbo,tt0033563,1941,1206.0,6.8,14.655879,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",6.490364403940974
1024,Alice in Wonderland,tt0043274,1951,1557.0,7.0,16.488937,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.702312988308642
