imdb_id,movieId,id,title
tt0114039,83,146599.0,Once Upon a Time... When We Were Colored
tt0113612,84,188588.0,Last Summer in the Hamptons
tt0112365,85,8447.0,Angels and Insects
tt0118158,86,10534.0,White Squall
tt0116151,87,17414.0,Dunston Checks In
tt0115697,88,13997.0,Black Sheep
tt0113972,89,2086.0,Nick of Time
tt0117002,92,9095.0,Mary Reilly
tt0114825,93,12158.0,Vampire in Brooklyn
tt0115639,94,9283.0,Beautiful Girls
tt0115759,95,9208.0,Broken Arrow
tt0113403,96,40154.0,A Midwinter's Tale
tt0113247,97,406.0,La Haine
tt0111173,98,45549.0,Shopping
tt0113283,99,63076.0,Heidi Fleiss: Hollywood Madam
tt0115907,100,11062.0,City Hall
tt0115734,101,13685.0,Bottle Rocket
tt0117102,102,47475.0,Mr. Wrong
tt0118040,103,2045.0,Unforgettable
tt0116483,104,9614.0,Happy Gilmore
tt0112579,105,688.0,The Bridges of Madison County
tt0117110,107,10874.0,Muppet Treasure Island
tt0112646,108,89333.0,Catwalk
tt0112573,110,197.0,Braveheart
tt0075314,111,103.0,Taxi Driver
tt0113326,112,33542.0,Rumble in the Bronx
tt0115645,113,43566.0,Before and After
tt0113774,114,71754.0,Margaret's Museum
tt0112373,116,51352.0,Anne Frank Remembered
tt0115033,117,16934.0,The Young Poisoner's Handbook
tt0116606,118,10324.0,If Lucy Fell
tt0114536,119,78406.0,Steal Big Steal Little
tt0106473,121,32119.0,The Boys of St. Vincent
tt0103859,122,11066.0,Boomerang
tt0109424,123,11104.0,Chungking Express
tt0114808,124,37975.0,The Star Maker
tt0116324,125,2074.0,Flirting with Disaster
tt0110647,126,27793.0,The Neverending Story III: Escape from Fantasia
tt0114131,129,110972.0,Pie in the Sky
tt0112364,130,32622.0,Angela
tt0113107,131,73067.0,Frankie Starlight
tt0113451,132,11863.0,Jade
tt0116130,135,9101.0,Down Periscope
tt0113756,137,5757.0,Man of the Year
tt0118055,140,9302.0,Up Close & Personal
tt0115685,141,11000.0,The Birdcage
tt0112585,144,16388.0,The Brothers McMullen
tt0112442,145,9737.0,Bad Boys
tt0112342,146,30765.0,The Amazing Panda Adventure
tt0112461,147,10474.0,The Basketball Diaries
tt0112427,148,22279.0,An Awfully Big Adventure
tt0109093,149,30157.0,Amateur
tt0112384,150,568.0,Apollo 13
tt0114287,151,11780.0,Rob Roy
tt0112288,152,34996.0,The Addiction
tt0112462,153,414.0,Batman Forever
tt0061395,154,649.0,Belle de Jour
tt0112495,155,1873.0,Beyond Rangoon
tt0112541,156,5894.0,Blue in the Face
tt0109370,157,1775.0,Canadian Bacon
tt0112642,158,8839.0,Casper
tt0112688,159,20649.0,Clockers
tt0112715,160,10329.0,Congo
tt0112740,161,8963.0,Crimson Tide
tt0109508,162,26564.0,Crumb
tt0112851,163,8068.0,Desperado
tt0112857,164,8512.0,Devil in a Blue Dress
tt0112864,165,1572.0,Die Hard: With a Vengeance
tt0112887,166,13552.0,The Doom Generation
tt0113044,167,259209.0,Feast of July
tt0113071,168,6520.0,First Knight
tt0113114,169,9073.0,Free Willy 2 - The Adventure Home
tt0113243,170,10428.0,Hackers
tt0113464,171,17447.0,Jeffrey
tt0113481,172,9886.0,Johnny Mnemonic
tt0113492,173,9482.0,Judge Dredd
tt0113500,174,19326.0,Jury Duty
tt0113540,175,9344.0,Kids
tt0113677,176,9071.0,Living in Oblivion
tt0113690,177,8973.0,Lord of Illusions
tt0107447,178,15730.0,Love & Human Remains
tt0113729,179,47608.0,Mad Love
tt0113749,180,2293.0,Mallrats
tt0113820,181,9070.0,Mighty Morphin Power Rangers: The Movie
tt0110604,183,48787.0,Mute Witness
tt0110620,184,34574.0,Nadja
tt0113957,185,1642.0,The Net
tt0113986,186,11472.0,Nine Months
tt0114095,187,36196.0,Party Girl
tt0114194,188,11980.0,The Prophecy
tt0114241,189,58372.0,Reckless
tt0114323,190,32646.0,Safe
tt0114345,191,10533.0,The Scarlet Letter
tt0114436,193,10802.0,Showgirls
tt0114478,194,10149.0,Smoke
tt0114496,195,18402.0,Something to Talk About
tt0114508,196,9348.0,Species
tt0114558,198,281.0,Strange Days
tt0058450,199,5967.0,The Umbrellas of Cherbourg
tt0114666,200,79593.0,The Tie That Binds
tt0114663,201,47939.0,Three Wishes
tt0114702,202,36834.0,Total Eclipse
tt0114682,203,9090.0,"To Wong Foo, Thanks for Everything! Julie Newmar"
tt0114781,204,3512.0,Under Siege 2: Dark Territory
tt0114798,205,52856.0,Unstrung Heroes
tt0114805,206,77350.0,Unzipped
tt0114887,207,9560.0,A Walk in the Clouds
tt0114898,208,9804.0,Waterworld
tt0114928,209,31611.0,White Man's Burden
tt0109340,211,49805.0,The Browning Version
tt0111579,213,50797.0,Burnt by the Sun
tt0110882,214,19155.0,Before the Rain
tt0112471,215,76.0,Before Sunrise
tt0112508,216,11017.0,Billy Madison
tt0112438,217,37141.0,The Babysitter
tt0112571,218,9382.0,Boys on the Side
tt0112757,219,6715.0,The Cure
tt0112643,220,18256.0,Castle Freak
tt0112679,222,22625.0,Circle of Friends
tt0109445,223,2292.0,Clerks
tt0112883,224,1909.0,Don Juan DeMarco
tt0109635,225,8984.0,Disclosure
tt0109676,227,4954.0,Drop Zone
tt0112854,228,62488.0,Destiny Turns on the Radio
tt0109579,229,10531.0,Death and the Maiden
tt0109642,230,11929.0,Dolores Claiborne
tt0109686,231,8467.0,Dumb and Dumber
tt0111797,232,10451.0,Eat Drink Man Woman
tt0109759,233,20156.0,Exotica
tt0109758,234,18395.0,Exit to Eden
tt0109707,235,522.0,Ed Wood
tt0113117,236,397.0,French Kiss
tt0113097,237,10525.0,Forget Paris
tt0113028,238,27985.0,Far from Home: The Adventures of Yellow Dog
tt0113198,239,15789.0,A Goofy Movie
tt0113303,240,27303.0,Hideaway
tt0113089,241,21183.0,Fluke
tt0109771,242,10954.0,Farinelli
tt0113199,243,47867.0,Gordy
tt0113234,244,43475.0,Gumby: The Movie
tt0109906,245,72031.0,The Glass Shield
tt0110057,246,14275.0,Hoop Dreams
tt0110005,247,1024.0,Heavenly Creatures
tt0110066,248,17207.0,Houseguest
tt0110116,249,13701.0,Immortal Beloved
tt0110006,250,14819.0,Heavyweights
tt0113360,251,32631.0,The Hunted
tt0110099,252,11777.0,I.Q.
tt0110148,253,628.0,Interview with the Vampire
tt0113463,254,87729.0,Jefferson in Paris
tt0110189,255,18713.0,The Jerky Boys
tt0110216,256,6280.0,Junior
tt0113501,257,9061.0,Just Cause
tt0113538,258,37108.0,A Kid in King Arthur's Court
tt0113552,259,6071.0,Kiss of Death
tt0076759,260,11.0,Star Wars
tt0110367,261,9587.0,Little Women
tt0113670,262,19101.0,A Little Princess
tt0110296,263,49980.0,Ladybird Ladybird
tt0109731,264,17961.0,L'Enfer
tt0103994,265,18183.0,Like Water for Chocolate
tt0110322,266,4476.0,Legends of the Fall
tt0110443,267,11008.0,Major Payne
tt0110365,268,47504.0,Little Odessa
tt0107566,269,32325.0,Mi Vida Loca
tt0110391,270,43742.0,Love Affair
tt0113691,271,28313.0,Losing Isaiah
tt0110428,272,11318.0,The Madness of King George
tt0109836,273,3036.0,Mary Shelley's Frankenstein
tt0113755,274,40490.0,Man of the House
tt0110538,275,24070.0,Mixed Nuts
tt0110516,276,8986.0,Milk Money
tt0110527,277,10510.0,Miracle on 34th Street
tt0113808,278,17402.0,Miami Rhapsody
tt0113896,279,38722.0,My Family
tt0113870,280,8438.0,Murder in the First
tt0110684,281,11593.0,Nobody's Fool
tt0110638,282,1945.0,Nell
tt0113967,283,39310.0,New Jersey Drive
tt0106402,285,56428.0,Beyond Bedlam
tt0110671,287,131957.0,Nina Takes a Lover
tt0110632,288,241.0,Natural Born Killers
tt0110737,289,9058.0,Only You
tt0110729,290,527.0,Once Were Warriors
tt0114151,291,18220.0,Poison Ivy II: Lily
tt0114069,292,6950.0,Outbreak
tt0110413,293,101.0,Leon: The Professional
tt0114113,294,63020.0,The Perez Family
tt0114210,295,2307.0,A Pyromaniac's Love Story
tt0110912,296,680.0,Pulp Fiction
tt0110889,299,40156.0,Priest
tt0110932,300,11450.0,Quiz Show
tt0114129,301,30304.0,Picture Bride
tt0110963,302,10452.0,Queen Margot
tt0114214,303,12106.0,The Quick and the Dead
tt0114296,304,161495.0,Roommates
tt0110907,305,3586.0,Prêt-à-Porter
tt0111495,306,110.0,Three Colors: Red
tt0108394,307,108.0,Three Colors: Blue
tt0111507,308,109.0,Three Colors: White
tt0110769,309,159185.0,"Red Firecracker, Green Firecracker"
tt0114571,312,28033.0,Stuart Saves His Family
tt0111333,313,22586.0,The Swan Princess
tt0111112,314,14334.0,The Secret of Roan Inish
tt0111255,315,2636.0,The Specialist
tt0111282,316,2164.0,Stargate
tt0111070,317,11395.0,The Santa Clause
tt0111161,318,278.0,The Shawshank Redemption
tt0111149,319,9905.0,Shallow Grave
tt0108260,320,87078.0,Suture
tt0106966,321,12527.0,Strawberry and Chocolate
tt0114594,322,20306.0,Swimming with Sharks
tt0111309,324,36614.0,The Sum of Us
tt0113936,325,27993.0,Senior Trip
tt0110081,326,31439.0,To Live
tt0114614,327,9067.0,Tank Girl
tt0114608,328,9059.0,Tales from the Crypt: Demon Knight
tt0111280,329,193.0,Star Trek: Generations
tt0114609,330,25066.0,Tales from the Hood
tt0111454,331,46797.0,Tom & Viv
tt0114852,332,12122.0,Village of the Damned
tt0114694,333,11381.0,Tommy Boy
tt0111590,334,32636.0,Vanya on 42nd Street
tt0114788,335,36141.0,The Underneath
tt0114888,336,95963.0,The Walking Dead
tt0108550,337,1587.0,What's Eating Gilbert Grape
tt0114857,338,9271.0,Virtuosity
tt0114924,339,2064.0,While You Were Sleeping
tt0111667,340,19855.0,The War
tt0109655,341,60855.0,Double Happiness
tt0110598,342,236.0,Muriel's Wedding
tt0112435,343,48287.0,The Baby-Sitters Club
tt0109040,344,3049.0,Ace Ventura: Pet Detective
tt0109045,345,2759.0,"The Adventures of Priscilla, Queen of the Desert"
tt0106339,346,12635.0,Backbeat
tt0104779,347,10497.0,Bitter Moon
tt0109348,348,11382.0,Bullets Over Broadway
tt0109444,349,9331.0,Clear and Present Danger
tt0109446,350,10731.0,The Client
tt0109484,351,10464.0,"Corrina, Corrina"
tt0109504,352,34152.0,Crooklyn
tt0109506,353,9495.0,The Crow
tt0109450,354,29973.0,Cobb
tt0109813,355,888.0,The Flintstones
tt0109830,356,13.0,Forrest Gump
tt0109831,357,712.0,Four Weddings and a Funeral
tt0113305,358,16295.0,Higher Learning
tt0110093,360,10879.0,I Love Trouble
tt0110167,361,10660.0,It Could Happen to You
tt0110213,362,10714.0,The Jungle Book
tt0107472,363,41647.0,"The Wonderful, Horrible Life of Leni Riefenstahl"
tt0110357,364,8587.0,The Lion King
tt0107426,365,1689.0,Little Buddha
tt0111686,366,11596.0,New Nightmare
tt0110475,367,854.0,The Mask
tt0110478,368,9359.0,Maverick
tt0110588,369,23333.0,Mrs. Parker and the Vicious Circle
tt0110622,370,36593.0,The Naked Gun 33⅓: The Final Insult
tt0110771,371,12280.0,The Paper
tt0110950,372,2788.0,Reality Bites
tt0105226,373,10427.0,Red Rock West
tt0110989,374,11011.0,Ri¢hie Ri¢h
tt0111054,375,49803.0,Safe Passage
tt0110997,376,8987.0,The River Wild
tt0111257,377,1637.0,Speed
tt0111256,378,15128.0,Speechless
tt0111438,379,8831.0,Timecop
tt0111503,380,36955.0,True Lies
tt0111693,381,10449.0,When a Man Loves a Woman
tt0111742,382,10395.0,Wolf
tt0111756,383,12160.0,Wyatt Earp
tt0112443,384,40480.0,Bad Company
tt0110399,387,26352.0,A Low Down Dirty Shame
tt0112570,388,39953.0,"Boys Life: Three Stories of Love, Lust, and Liberation"
tt0109454,389,41580.0,Colonel Chabert
tt0059170,390,315.0,"Faster, Pussycat! Kill! Kill!"
tt0110186,391,22067.0,Jason's Lyric
tt0108069,392,18242.0,The Secret Adventures of Tom Thumb
tt0111301,393,11667.0,Street Fighter
tt0113827,401,226229.0,Mirage
tt0110027,405,8011.0,Highlander: The Final Dimension
tt0113409,407,2654.0,In the Mouth of Madness
tt0109021,408,18069.0,8 Seconds
tt0109035,409,19092.0,Above the Rim
tt0106220,410,2758.0,Addams Family Values
tt0106226,412,10436.0,The Age of Innocence
tt0109068,413,13595.0,Airheads
tt0109067,414,46094.0,The Air Up There
tt0106292,415,9409.0,Another Stakeout
tt0109198,416,11853.0,Bad Girls
tt0109219,417,16771.0,Barcelona
tt0106379,418,46924.0,Being Human
tt0106400,419,11041.0,The Beverly Hillbillies
tt0109254,420,306.0,Beverly Hills Cop III
tt0109279,421,14522.0,Black Beauty
tt0109297,422,26203.0,Blink
tt0109303,423,178.0,Blown Away
tt0109305,424,19819.0,Blue Chips
tt0109306,425,57834.0,Blue Sky
tt0106452,426,4722.0,Body Snatchers
tt0106471,427,18215.0,Boxing Helena
tt0106489,428,1607.0,A Bronx Tale
tt0109361,429,26391.0,Cabin Boy
tt0106519,431,6075.0,Carlito's Way
tt0109439,432,11310.0,City Slickers II: The Legend of Curly's Gold
tt0109443,433,18658.0,Clean Slate
tt0106582,434,9350.0,Cliffhanger
tt0106598,435,9612.0,Coneheads
tt0109456,436,2124.0,Color of Night
tt0109480,437,26261.0,Cops & Robbersons
tt0109493,438,19176.0,The Cowboy Way
tt0106660,439,49299.0,Dangerous Game
tt0106673,440,11566.0,Dave
tt0106677,441,9571.0,Dazed and Confused
tt0106697,442,9739.0,Demolition Man
tt0109729,443,24257.0,The Endless Summer 2
tt0106834,444,34444.0,Even Cowgirls Get the Blues
tt0106873,445,26141.0,Fatal Instinct
tt0106332,446,10997.0,Farewell My Concubine
tt0109783,447,50463.0,The Favor
tt0106881,448,10443.0,Fearless
tt0106880,449,20239.0,Fear of a Black Hat
tt0111732,450,16297.0,With Honors
tt0106926,451,18551.0,Flesh and Bone
tt0111712,452,25440.0,Widows' Peak
tt0106941,453,9024.0,For Love or Money
tt0106918,454,37233.0,The Firm
tt0106965,455,1634.0,Free Willy
tt0109842,456,13815.0,Fresh
tt0106977,457,5503.0,The Fugitive
tt0107004,458,35588.0,Geronimo: An American Legend
tt0109890,459,2087.0,The Getaway
tt0109891,460,41579.0,Getting Even with Dad
tt0109913,461,18620.0,Go Fish
tt0107057,463,4916.0,Guilty as Sin
tt0107076,464,2019.0,Hard Target
tt0107096,465,31642.0,Heaven & Earth
tt0107144,466,9255.0,Hot Shots! Part Deux
tt0113674,467,26271.0,Live Nude Girls
tt0112966,468,10612.0,The Englishman Who Went Up a Hill But Came Down a Mountain
tt0107151,469,2259.0,The House of the Spirits
tt0110064,470,16097.0,House Party 3
tt0110074,471,11934.0,The Hudsucker Proxy
tt0110097,472,106143.0,I'll Do Anything
tt0110123,473,12475.0,In the Army Now
tt0107206,474,9386.0,In the Line of Fire
tt0107207,475,7984.0,In the Name of the Father
tt0110137,476,59930.0,The Inkwell
tt0108551,477,15765.0,What's Love Got to Do with It
tt0107286,479,6.0,Judgment Night
tt0107290,480,329.0,Jurassic Park
tt0107302,481,10909.0,Kalifornia
tt0110265,482,507.0,Killing Zoe
tt0107322,483,34024.0,King of the Hill
tt0110305,484,29918.0,Lassie
tt0107362,485,9593.0,Last Action Hero
tt0107413,486,42580.0,Life With Mikey
tt0110353,487,22317.0,Lightning Jack
tt0107468,488,1413.0,M. Butterfly
tt0107478,489,12121.0,Made in America
tt0107497,490,2246.0,Malice
tt0107501,491,10502.0,The Man without a Face
tt0107507,492,10440.0,Manhattan Murder Mystery
tt0107554,493,9516.0,Menace II Society
tt0116253,494,2320.0,Executive Decision
tt0074102,495,5879.0,In the Realm of the Senses
tt0111689,496,83718.0,What Happened Was...
tt0107616,497,11971.0,Much Ado About Nothing
tt0107611,498,2625.0,Mr. Jones
tt0107613,499,31911.0,Mr. Wonderful
tt0107614,500,788.0,Mrs. Doubtfire
tt0107653,501,21450.0,Naked
tt0110657,502,11231.0,The Next Karate Kid
tt0110678,504,10447.0,No Escape
tt0110687,505,31586.0,North
tt0107756,506,9300.0,Orlando
tt0107808,507,9559.0,A Perfect World
tt0107818,508,9800.0,Philadelphia
tt0107822,509,713.0,The Piano
tt0107840,510,8291.0,Poetic Justice
tt0107889,511,18133.0,The Program
tt0111003,512,25557.0,The Puppet Masters
tt0110939,513,22588.0,Radioland Murders
tt0110955,514,10872.0,The Ref
tt0107943,515,1245.0,The Remains of the Day
tt0110971,516,11858.0,Renaissance Man
tt0107969,517,7007.0,Rising Sun
tt0111001,518,10467.0,The Road to Wellville
tt0107978,519,5550.0,RoboCop 3
tt0107977,520,8005.0,Robin Hood: Men in Tights
tt0107983,521,2088.0,Romeo Is Bleeding
tt0105275,522,10412.0,Romper Stomper
tt0108000,523,47889.0,Ruby in Paradise
tt0108002,524,14534.0,Rudy
tt0105032,526,41878.0,Savage Nights
tt0108052,527,424.0,Schindler's List
tt0111094,528,35233.0,The Scout
tt0108065,529,14291.0,Searching for Bobby Fischer
tt0108071,531,11236.0,The Secret Garden
tt0111127,532,11592.0,Serial Mom
tt0111143,533,8850.0,The Shadow
tt0108101,534,10445.0,Shadowlands
tt0108122,535,695.0,Short Cuts
tt0111194,536,43535.0,A Simple Twist of Fate
tt0111201,537,12519.0,Sirens
tt0108149,538,23210.0,Six Degrees of Separation
tt0108160,539,858.0,Sleepless in Seattle
tt0108162,540,867.0,Sliver
tt0083658,541,78.0,Blade Runner
tt0108186,542,13203.0,Son in Law
tt0108174,543,10442.0,So I Married an Axe Murderer
tt0108238,544,11074.0,Striking Distance
tt0108255,546,9607.0,Super Mario Bros.
tt0111323,547,17585.0,Surviving the Game
tt0111400,548,9057.0,Terminal Velocity
tt0108328,549,20967.0,Thirty Two Short Films About Glenn Gould
tt0111418,550,10635.0,Threesome
tt0107688,551,9479.0,The Nightmare Before Christmas
tt0108333,552,10057.0,The Three Musketeers
tt0108358,553,11969.0,Tombstone
tt0111488,554,41590.0,Trial by Jury
tt0108399,555,319.0,True Romance
tt0108515,556,26408.0,The War Room
tt0110763,558,15139.0,The Pagemaster
tt0107779,559,161158.0,"Paris, France"
tt0110259,561,85247.0,Killer
tt0114906,562,11446.0,Welcome to the Dollhouse
tt0107002,563,51980.0,Germinal
tt0109403,564,24405.0,Chasers
tt0104029,565,11655.0,Cronos
tt0107315,567,8223.0,Kika
tt0106408,568,14587.0,Bhaji on the Beach
tt0110363,569,31504.0,Little Big League
tt0111709,571,53185.0,Wide Eyed and Legless
tt0107225,573,23637.0,"Ciao, Professore!"
tt0111252,574,17600.0,Spanking the Monkey
tt0110366,575,10897.0,The Little Rascals
tt0109120,577,21352.0,Andre
tt0110892,580,37345.0,Princess Caraboo
tt0112651,581,32562.0,The Celluloid Closet
tt0107642,582,47507.0,Café au Lait
tt0112572,585,9066.0,The Brady Bunch Movie
tt0099785,586,771.0,Home Alone
tt0099653,587,251.0,Ghost
tt0103639,588,812.0,Aladdin
tt0103064,589,280.0,Terminator 2: Judgment Day
tt0099348,590,581.0,Dances with Wolves
tt0096895,592,268.0,Batman
tt0102926,593,274.0,The Silence of the Lambs
tt0029583,594,408.0,Snow White and the Seven Dwarfs
tt0101414,595,10020.0,Beauty and the Beast
tt0032910,596,10895.0,Pinocchio
tt0100405,597,114.0,Pretty Woman
tt0065214,599,576.0,The Wild Bunch
tt0110395,600,15477.0,Love and a .45
tt0112606,603,30528.0,Bye Bye Love
tt0117247,605,7300.0,One Fine Day
tt0112625,606,10824.0,Candyman: Farewell to the Flesh
tt0116282,608,275.0,Fargo
tt0116552,609,25059.0,Homeward Bound II: Lost in San Francisco
tt0082509,610,11827.0,Heavy Metal
tt0116514,611,8766.0,Hellraiser: Bloodline
tt0117283,612,23570.0,The Pallbearer
tt0116684,613,47333.0,Jane Eyre
tt0110374,614,54850.0,Loaded
tt0070506,615,51242.0,Bread and Chocolate
tt0065421,616,10112.0,The Aristocats
tt0113083,617,4307.0,The Flower of My Secret
tt0116165,619,32308.0,Ed
tt0102855,620,88893.0,Scream of Stone
tt0107471,621,52873.0,My Favorite Season
tt0117891,626,28121.0,A Thin Line Between Love and Hate
tt0113613,627,12520.0,The Last Supper
tt0117381,628,1592.0,Primal Fear
tt0115837,630,36447.0,Carried Away
tt0115509,631,19042.0,All Dogs Go to Heaven 2
tt0114671,632,38884.0,Land and Freedom
tt0112844,633,47449.0,Denise Calls Up
tt0116275,635,41852.0,A Family Thing
tt0117608,637,9099.0,Sgt. Bilko
tt0113448,638,2021.0,Jack & Sarah
tt0116414,639,61752.0,Girl 6
tt0116095,640,10988.0,Diabolique
tt0115956,647,10684.0,Courage Under Fire
tt0117060,648,954.0,Mission: Impossible
tt0117071,650,18989.0,Moll Flanders
tt0117788,651,10801.0,The Superwife
tt0116136,653,8840.0,DragonHeart
tt0116168,656,11107.0,Eddie
tt0054189,659,10363.0,Purple Noon
tt0116683,661,10539.0,James and the Giant Peach
tt0116287,662,10543.0,Fear
tt0116768,663,18414.0,Kids in the Hall: Brain Candy
tt0116269,664,47502.0,Faithful
tt0114787,665,11902.0,Underground
tt0112536,667,25087.0,Bloodsport II
tt0048473,668,5801.0,Pather Panchali
tt0052572,670,896.0,The World of Apu
tt0117128,671,3065.0,Mystery Science Theater 3000: The Movie
tt0117705,673,2300.0,Space Jam
tt0062711,674,8069.0,Barbarella
tt0108181,678,27768.0,Some Folks Call It a Sling Blade
tt0114307,679,221917.0,The Run of the Country
tt0058898,680,8072.0,Alphaville
tt0082206,681,35797.0,Coup de Torchon
tt0113443,685,33245.0,It's My Party
tt0109491,687,124460.0,Country Life
tt0114048,688,27281.0,Operation Dumbo Drop
tt0111613,690,105045.0,The Promise
tt0111613,690,105045.0,The Promise
tt0111613,690,105045.0,The Promise
tt0111613,690,105045.0,The Promise
tt0111613,690,105045.0,The Promise
tt0111613,690,105045.0,The Promise
tt0111613,690,105045.0,The Promise
tt0111613,690,105045.0,The Promise
tt0117104,691,40001.0,Mrs. Winterbourne
tt0117688,692,29621.0,Solo
tt0117774,694,20762.0,The Substitute
tt0114736,695,37144.0,True Crime
tt0112604,696,48260.0,Butterfly Kiss
tt0116289,697,12656.0,Feeling Minnesota
tt0109593,698,38867.0,Delta of Venus
tt0112368,700,25969.0,Angus
tt0062952,702,753.0,Faces
tt0115742,703,43634.0,Boys
tt0117420,704,9103.0,The Quest
tt0115951,705,90214.0,Cosi
tt0117107,707,10990.0,Mulholland Falls
tt0117979,708,8866.0,The Truth About Cats & Dogs
tt0095776,709,12233.0,Oliver & Company
tt0115851,710,23449.0,Celtic Pride
tt0116322,711,36355.0,Flipper
tt0112817,714,922.0,Dead Man
tt0113362,715,11876.0,The Horseman on the Roof
tt0108500,718,11687.0,The Visitors
tt0117108,719,9304.0,Multiplicity
tt0113270,722,73183.0,"The Haunted World of Edward D. Wood, Jr."
tt0115963,724,9100.0,The Craft
tt0116448,725,20759.0,The Great White Hype
tt0116827,726,46063.0,Last Dance
tt0112701,728,32513.0,Cold Comfort Farm
tt0116508,731,36915.0,Heaven's Prisoners
tt0117500,733,9802.0,The Rock
tt0109592,735,21588.0,Cemetery Man
tt0117998,736,664.0,Twister
tt0115624,737,11867.0,Barb Wire
tt0113568,741,9323.0,Ghost in the Shell
tt0117894,742,10280.0,Thinner
tt0117723,743,10535.0,Spy Hard
tt0112691,745,532.0,A Close Shave
tt0040366,746,26744.0,Force of Evil
tt0117768,747,16299.0,The Stupids
tt0115571,748,10547.0,The Arrival
tt0057012,750,935.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
tt0113849,753,41007.0,A Month by the Lake
tt0113188,754,35645.0,Gold Diggers: The Secret of Bear Mountain
tt0042644,755,110465.0,Kim
tt0109381,756,255546.0,Carmen Miranda: Bananas Is My Business
tt0109688,757,40751.0,Ashes of Time
tt0110480,759,85778.0,Maya Lin: A Strong Clear Vision
tt0108211,760,11101.0,Stalingrad
tt0117331,761,9826.0,The Phantom
tt0117765,762,9879.0,Striptease
tt0113280,764,22621.0,Heavy
tt0116669,765,7095.0,Jack
tt0116594,766,26890.0,I Shot Andy Warhol
tt0113211,767,46732.0,The Grass Harp
tt0063715,775,41225.0,Spirits of the Dead
tt0117951,778,627.0,Trainspotting
tt0118523,779,32872.0,Til There Was You
tt0116629,780,602.0,Independence Day
tt0117737,781,14553.0,Stealing Beauty
tt0116277,782,9566.0,The Fan
tt0116583,783,10545.0,The Hunchback of Notre Dame
tt0115798,784,9894.0,The Cable Guy
tt0116778,785,11543.0,Kingpin
tt0116213,786,9268.0,Eraser
tt0113147,787,52059.0,The Gate of Heavenly Peace
